时间戳,通道1,通道2,通道3
1410.0,0.535827,0.821149,-0.604599
1411.0,0.530511,0.828256,-0.589478
1412.0,0.525175,0.835232,-0.574148
1413.0,0.519817,0.842076,-0.558614
1414.0,0.51444,0.848787,-0.542881
1415.0,0.509041,0.855364,-0.526956
1416.0,0.503623,0.861806,-0.510843
1417.0,0.498185,0.868112,-0.494549
1418.0,0.492727,0.874281,-0.478079
1419.0,0.48725,0.880312,-0.461439
1420.0,0.481754,0.886204,-0.444635
1421.0,0.476238,0.891955,-0.427673
1422.0,0.470704,0.897566,-0.41056
1423.0,0.465151,0.903036,-0.3933
1424.0,0.45958,0.908362,-0.375901
1425.0,0.45399,0.913545,-0.358368
1426.0,0.448383,0.918584,-0.340708
1427.0,0.442758,0.923478,-0.322927
1428.0,0.437116,0.928226,-0.305031
1429.0,0.431456,0.932828,-0.287026
1430.0,0.425779,0.937282,-0.26892
1431.0,0.420086,0.941588,-0.250718
1432.0,0.414376,0.945746,-0.232427
1433.0,0.408649,0.949754,-0.214053
1434.0,0.402906,0.953612,-0.195604
1435.0,0.397148,0.957319,-0.177085
1436.0,0.391374,0.960876,-0.158503
1437.0,0.385584,0.964281,-0.139864
1438.0,0.379779,0.967533,-0.121176
1439.0,0.373959,0.970633,-0.102445
1440.0,0.368125,0.973579,-0.083678
1441.0,0.362275,0.976371,-0.064881
1442.0,0.356412,0.97901,-0.04606
1443.0,0.350534,0.981494,-0.027224
1444.0,0.344643,0.983823,-0.008377
1445.0,0.338738,0.985996,0.010472
1446.0,0.33282,0.988014,0.029317
1447.0,0.326888,0.989876,0.048152
1448.0,0.320944,0.991581,0.06697
1449.0,0.314987,0.99313,0.085765
1450.0,0.309017,0.994522,0.104528
1451.0,0.303035,0.995757,0.123255
1452.0,0.297042,0.996835,0.141938
1453.0,0.291036,0.997755,0.16057
1454.0,0.285019,0.998518,0.179146
1455.0,0.278991,0.999123,0.197657
1456.0,0.272952,0.99957,0.216099
1457.0,0.266902,0.99986,0.234463
1458.0,0.260842,0.999991,0.252745
1459.0,0.254771,0.999965,0.270936
1460.0,0.24869,0.999781,0.289032
1461.0,0.242599,0.999439,0.307024
1462.0,0.236499,0.998939,0.324908
1463.0,0.230389,0.998281,0.342676
1464.0,0.224271,0.997466,0.360322
1465.0,0.218143,0.996493,0.377841
1466.0,0.212007,0.995363,0.395225
1467.0,0.205863,0.994075,0.412469
1468.0,0.19971,0.992631,0.429566
1469.0,0.193549,0.99103,0.44651
1470.0,0.187381,0.989272,0.463296
1471.0,0.181206,0.987359,0.479917
1472.0,0.175023,0.985289,0.496368
1473.0,0.168833,0.983064,0.512642
1474.0,0.162637,0.980683,0.528735
1475.0,0.156434,0.978148,0.544639
1476.0,0.150226,0.975458,0.56035
1477.0,0.144011,0.972614,0.575862
1478.0,0.13779,0.969616,0.591169
1479.0,0.131564,0.966466,0.606266
1480.0,0.125333,0.963163,0.621148
1481.0,0.119097,0.959707,0.635809
1482.0,0.112856,0.9561,0.650244
1483.0,0.106611,0.952343,0.664448
1484.0,0.100362,0.948434,0.678416
1485.0,0.094108,0.944376,0.692143
1486.0,0.087851,0.940169,0.705624
1487.0,0.081591,0.935814,0.718855
1488.0,0.075327,0.93131,0.73183
1489.0,0.06906,0.92666,0.744545
1490.0,0.062791,0.921863,0.756995
1491.0,0.056519,0.916921,0.769177
1492.0,0.050244,0.911834,0.781085
1493.0,0.043968,0.906603,0.792715
1494.0,0.03769,0.901228,0.804064
1495.0,0.031411,0.895712,0.815128
1496.0,0.02513,0.890054,0.825902
1497.0,0.018848,0.884255,0.836382
1498.0,0.012566,0.878317,0.846565
1499.0,0.006283,0.87224,0.856447
1500.0,0.0,0.866025,0.866025
1501.0,-0.006283,0.859674,0.875296
1502.0,-0.012566,0.853187,0.884255
1503.0,-0.018848,0.846565,0.8929
1504.0,-0.02513,0.839809,0.901228
1505.0,-0.031411,0.832921,0.909236
1506.0,-0.03769,0.825902,0.916921
1507.0,-0.043968,0.818751,0.92428
1508.0,-0.050244,0.811472,0.93131
1509.0,-0.056519,0.804064,0.93801
1510.0,-0.062791,0.79653,0.944376
1511.0,-0.06906,0.78887,0.950407
1512.0,-0.075327,0.781085,0.9561
1513.0,-0.081591,0.773177,0.961454
1514.0,-0.087851,0.765146,0.966466
1515.0,-0.094108,0.756995,0.971134
1516.0,-0.100362,0.748724,0.975458
1517.0,-0.106611,0.740335,0.979435
1518.0,-0.112856,0.73183,0.983064
1519.0,-0.119097,0.723208,0.986343
1520.0,-0.125333,0.714473,0.989272
1521.0,-0.131564,0.705624,0.99185
1522.0,-0.13779,0.696664,0.994075
1523.0,-0.144011,0.687595,0.995947
1524.0,-0.150226,0.678416,0.997466
1525.0,-0.156434,0.669131,0.99863
1526.0,-0.162637,0.659739,0.999439
1527.0,-0.168833,0.650244,0.999893
1528.0,-0.175023,0.640646,0.999991
1529.0,-0.181206,0.630947,0.999735
1530.0,-0.187381,0.621148,0.999123
1531.0,-0.193549,0.611251,0.998156
1532.0,-0.19971,0.601257,0.996835
1533.0,-0.205863,0.591169,0.995159
1534.0,-0.212007,0.580987,0.99313
1535.0,-0.218143,0.570714,0.990748
1536.0,-0.224271,0.56035,0.988014
1537.0,-0.230389,0.549898,0.984929
1538.0,-0.236499,0.539359,0.981494
1539.0,-0.242599,0.528735,0.97771
1540.0,-0.24869,0.518027,0.973579
1541.0,-0.254771,0.507238,0.969102
1542.0,-0.260842,0.496368,0.964281
1543.0,-0.266902,0.48542,0.959117
1544.0,-0.272952,0.474396,0.953612
1545.0,-0.278991,0.463296,0.947768
1546.0,-0.285019,0.452123,0.941588
1547.0,-0.291036,0.440879,0.935073
1548.0,-0.297042,0.429566,0.928226
1549.0,-0.303035,0.418184,0.92105
1550.0,-0.309017,0.406737,0.913545
1551.0,-0.314987,0.395225,0.905717
1552.0,-0.320944,0.383651,0.897566
1553.0,-0.326888,0.372016,0.889097
1554.0,-0.33282,0.360322,0.880312
1555.0,-0.338738,0.348572,0.871214
1556.0,-0.344643,0.336767,0.861806
1557.0,-0.350534,0.324908,0.852093
1558.0,-0.356412,0.312998,0.842076
1559.0,-0.362275,0.301039,0.83176
1560.0,-0.368125,0.289032,0.821149
1561.0,-0.373959,0.276979,0.810246
1562.0,-0.379779,0.264883,0.799055
1563.0,-0.385584,0.252745,0.787581
1564.0,-0.391374,0.240567,0.775826
1565.0,-0.397148,0.228351,0.763796
1566.0,-0.402906,0.216099,0.751494
1567.0,-0.408649,0.203813,0.738926
1568.0,-0.414376,0.191494,0.726095
1569.0,-0.420086,0.179146,0.713006
1570.0,-0.425779,0.166769,0.699663
1571.0,-0.431456,0.154366,0.686072
1572.0,-0.437116,0.141938,0.672238
1573.0,-0.442758,0.129488,0.658164
1574.0,-0.448383,0.117017,0.643857
1575.0,-0.45399,0.104528,0.62932
1576.0,-0.45958,0.092023,0.614561
1577.0,-0.465151,0.079503,0.599582
1578.0,-0.470704,0.06697,0.584391
1579.0,-0.476238,0.054427,0.568993
1580.0,-0.481754,0.041876,0.553392
1581.0,-0.48725,0.029317,0.537594
1582.0,-0.492727,0.016754,0.521605
1583.0,-0.498185,0.004189,0.505431
1584.0,-0.503623,-0.008377,0.489078
1585.0,-0.509041,-0.020942,0.472551
1586.0,-0.51444,-0.033504,0.455856
1587.0,-0.519817,-0.04606,0.438999
1588.0,-0.525175,-0.058609,0.421985
1589.0,-0.530511,-0.071149,0.404822
1590.0,-0.535827,-0.083678,0.387516
1591.0,-0.541121,-0.096193,0.370071
1592.0,-0.546394,-0.108693,0.352495
1593.0,-0.551646,-0.121176,0.334794
1594.0,-0.556876,-0.13364,0.316974
1595.0,-0.562083,-0.146083,0.299041
1596.0,-0.567269,-0.158503,0.281002
1597.0,-0.572432,-0.170897,0.262863
1598.0,-0.577573,-0.183265,0.244631
1599.0,-0.58269,-0.195604,0.226311
1600.0,-0.587785,-0.207912,0.207912
1601.0,-0.592857,-0.220187,0.189438
1602.0,-0.597905,-0.232427,0.170897
1603.0,-0.60293,-0.244631,0.152296
1604.0,-0.60793,-0.256795,0.13364
1605.0,-0.612907,-0.26892,0.114937
1606.0,-0.61786,-0.281002,0.096193
1607.0,-0.622788,-0.293039,0.077415
1608.0,-0.627691,-0.305031,0.058609
1609.0,-0.63257,-0.316974,0.039783
1610.0,-0.637424,-0.328867,0.020942
1611.0,-0.642253,-0.340708,0.002094
1612.0,-0.647056,-0.352495,-0.016754
1613.0,-0.651834,-0.364227,-0.035597
1614.0,-0.656586,-0.375901,-0.054427
1615.0,-0.661312,-0.387516,-0.073238
1616.0,-0.666012,-0.399069,-0.092023
1617.0,-0.670686,-0.41056,-0.110775
1618.0,-0.675333,-0.421985,-0.129488
1619.0,-0.679953,-0.433345,-0.148155
1620.0,-0.684547,-0.444635,-0.166769
1621.0,-0.689114,-0.455856,-0.185324
1622.0,-0.693653,-0.467004,-0.203813
1623.0,-0.698165,-0.478079,-0.222229
1624.0,-0.70265,-0.489078,-0.240567
1625.0,-0.707107,-0.5,-0.258819
1626.0,-0.711536,-0.510843,-0.276979
1627.0,-0.715936,-0.521605,-0.295041
1628.0,-0.720309,-0.532285,-0.312998
1629.0,-0.724653,-0.542881,-0.330844
1630.0,-0.728969,-0.553392,-0.348572
1631.0,-0.733255,-0.563814,-0.366176
1632.0,-0.737513,-0.574148,-0.383651
1633.0,-0.741742,-0.584391,-0.400989
1634.0,-0.745941,-0.594542,-0.418184
1635.0,-0.750111,-0.604599,-0.435231
1636.0,-0.754251,-0.614561,-0.452123
1637.0,-0.758362,-0.624425,-0.468855
1638.0,-0.762443,-0.634191,-0.48542
1639.0,-0.766493,-0.643857,-0.501813
1640.0,-0.770513,-0.653421,-0.518027
1641.0,-0.774503,-0.662881,-0.534057
1642.0,-0.778462,-0.672238,-0.549898
1643.0,-0.782391,-0.681488,-0.565543
1644.0,-0.786288,-0.69063,-0.580987
1645.0,-0.790155,-0.699663,-0.596225
1646.0,-0.79399,-0.708586,-0.611251
1647.0,-0.797794,-0.717397,-0.62606
1648.0,-0.801567,-0.726095,-0.640646
1649.0,-0.805308,-0.734678,-0.655005
1650.0,-0.809017,-0.743145,-0.669131
1651.0,-0.812694,-0.751494,-0.683019
1652.0,-0.816339,-0.759725,-0.696664
1653.0,-0.819952,-0.767836,-0.710062
1654.0,-0.823533,-0.775826,-0.723208
1655.0,-0.827081,-0.783693,-0.736097
1656.0,-0.830596,-0.791437,-0.748724
1657.0,-0.834078,-0.799055,-0.761086
1658.0,-0.837528,-0.806548,-0.773177
1659.0,-0.840945,-0.813913,-0.784993
1660.0,-0.844328,-0.821149,-0.79653
1661.0,-0.847678,-0.828256,-0.807784
1662.0,-0.850994,-0.835232,-0.818751
1663.0,-0.854277,-0.842076,-0.829428
1664.0,-0.857527,-0.848787,-0.839809
1665.0,-0.860742,-0.855364,-0.849893
1666.0,-0.863923,-0.861806,-0.859674
1667.0,-0.867071,-0.868112,-0.86915
1668.0,-0.870184,-0.874281,-0.878317
1669.0,-0.873262,-0.880312,-0.887172
1670.0,-0.876307,-0.886204,-0.895712
1671.0,-0.879316,-0.891955,-0.903933
1672.0,-0.882291,-0.897566,-0.911834
1673.0,-0.885231,-0.903036,-0.91941
1674.0,-0.888136,-0.908362,-0.92666
1675.0,-0.891007,-0.913545,-0.93358
1676.0,-0.893841,-0.918584,-0.940169
1677.0,-0.896641,-0.923478,-0.946424
1678.0,-0.899405,-0.928226,-0.952343
1679.0,-0.902134,-0.932828,-0.957923
1680.0,-0.904827,-0.937282,-0.963163
1681.0,-0.907484,-0.941588,-0.96806
1682.0,-0.910106,-0.945746,-0.972614
1683.0,-0.912692,-0.949754,-0.976822
1684.0,-0.915241,-0.953612,-0.980683
1685.0,-0.917755,-0.957319,-0.984196
1686.0,-0.920232,-0.960876,-0.987359
1687.0,-0.922673,-0.964281,-0.990171
1688.0,-0.925077,-0.967533,-0.992631
1689.0,-0.927445,-0.970633,-0.994739
1690.0,-0.929776,-0.973579,-0.996493
1691.0,-0.932071,-0.976371,-0.997893
1692.0,-0.934329,-0.97901,-0.998939
1693.0,-0.93655,-0.981494,-0.999629
1694.0,-0.938734,-0.983823,-0.999965
1695.0,-0.940881,-0.985996,-0.999945
1696.0,-0.942991,-0.988014,-0.99957
1697.0,-0.945063,-0.989876,-0.99884
1698.0,-0.947098,-0.991581,-0.997755
1699.0,-0.949096,-0.99313,-0.996315
1700.0,-0.951057,-0.994522,-0.994522
1701.0,-0.952979,-0.995757,-0.992375
1702.0,-0.954865,-0.996835,-0.989876
1703.0,-0.956712,-0.997755,-0.987024
1704.0,-0.958522,-0.998518,-0.983823
1705.0,-0.960294,-0.999123,-0.980271
1706.0,-0.962028,-0.99957,-0.976371
1707.0,-0.963724,-0.99986,-0.972125
1708.0,-0.965382,-0.999991,-0.967533
1709.0,-0.967001,-0.999965,-0.962597
1710.0,-0.968583,-0.999781,-0.957319
1711.0,-0.970127,-0.999439,-0.951702
1712.0,-0.971632,-0.998939,-0.945746
1713.0,-0.973099,-0.998281,-0.939454
1714.0,-0.974527,-0.997466,-0.932828
1715.0,-0.975917,-0.996493,-0.925871
1716.0,-0.977268,-0.995363,-0.918584
1717.0,-0.978581,-0.994075,-0.910972
1718.0,-0.979855,-0.992631,-0.903036
1719.0,-0.981091,-0.99103,-0.894779
1720.0,-0.982287,-0.989272,-0.886204
1721.0,-0.983445,-0.987359,-0.877314
1722.0,-0.984564,-0.985289,-0.868112
1723.0,-0.985645,-0.983064,-0.858602
1724.0,-0.986686,-0.980683,-0.848787
1725.0,-0.987688,-0.978148,-0.838671
1726.0,-0.988652,-0.975458,-0.828256
1727.0,-0.989576,-0.972614,-0.817547
1728.0,-0.990461,-0.969616,-0.806548
1729.0,-0.991308,-0.966466,-0.795262
1730.0,-0.992115,-0.963163,-0.783693
1731.0,-0.992883,-0.959707,-0.771847
1732.0,-0.993611,-0.9561,-0.759725
1733.0,-0.994301,-0.952343,-0.747334
1734.0,-0.994951,-0.948434,-0.734678
1735.0,-0.995562,-0.944376,-0.72176
1736.0,-0.996134,-0.940169,-0.708586
1737.0,-0.996666,-0.935814,-0.69516
1738.0,-0.997159,-0.93131,-0.681488
1739.0,-0.997613,-0.92666,-0.667573
1740.0,-0.998027,-0.921863,-0.653421
1741.0,-0.998402,-0.916921,-0.639036
1742.0,-0.998737,-0.911834,-0.624425
1743.0,-0.999033,-0.906603,-0.609592
1744.0,-0.999289,-0.901228,-0.594542
1745.0,-0.999507,-0.895712,-0.579281
1746.0,-0.999684,-0.890054,-0.563814
1747.0,-0.999822,-0.884255,-0.548147
1748.0,-0.999921,-0.878317,-0.532285
1749.0,-0.99998,-0.87224,-0.516234
1750.0,-1.0,-0.866025,-0.5
1751.0,-0.99998,-0.859674,-0.483588
1752.0,-0.999921,-0.853187,-0.467004
1753.0,-0.999822,-0.846565,-0.450254
1754.0,-0.999684,-0.839809,-0.433345
1755.0,-0.999507,-0.832921,-0.416281
1756.0,-0.999289,-0.825902,-0.399069
1757.0,-0.999033,-0.818751,-0.381716
1758.0,-0.998737,-0.811472,-0.364227
1759.0,-0.998402,-0.804064,-0.346608
1760.0,-0.998027,-0.79653,-0.328867
1761.0,-0.997613,-0.78887,-0.311008
1762.0,-0.997159,-0.781085,-0.293039
1763.0,-0.996666,-0.773177,-0.274966
1764.0,-0.996134,-0.765146,-0.256795
1765.0,-0.995562,-0.756995,-0.238533
1766.0,-0.994951,-0.748724,-0.220187
1767.0,-0.994301,-0.740335,-0.201762
1768.0,-0.993611,-0.73183,-0.183265
1769.0,-0.992883,-0.723208,-0.164703
1770.0,-0.992115,-0.714473,-0.146083
1771.0,-0.991308,-0.705624,-0.127411
1772.0,-0.990461,-0.696664,-0.108693
1773.0,-0.989576,-0.687595,-0.089937
1774.0,-0.988652,-0.678416,-0.071149
1775.0,-0.987688,-0.669131,-0.052336
1776.0,-0.986686,-0.659739,-0.033504
1777.0,-0.985645,-0.650244,-0.01466
1778.0,-0.984564,-0.640646,0.004189
1779.0,-0.983445,-0.630947,0.023036
1780.0,-0.982287,-0.621148,0.041876
1781.0,-0.981091,-0.611251,0.0607
1782.0,-0.979855,-0.601257,0.079503
1783.0,-0.978581,-0.591169,0.098278
1784.0,-0.977268,-0.580987,0.117017
1785.0,-0.975917,-0.570714,0.135716
1786.0,-0.974527,-0.56035,0.154366
1787.0,-0.973099,-0.549898,0.172961
1788.0,-0.971632,-0.539359,0.191494
1789.0,-0.970127,-0.528735,0.20996
1790.0,-0.968583,-0.518027,0.228351
1791.0,-0.967001,-0.507238,0.246661
1792.0,-0.965382,-0.496368,0.264883
1793.0,-0.963724,-0.48542,0.283011
1794.0,-0.962028,-0.474396,0.301039
1795.0,-0.960294,-0.463296,0.318959
1796.0,-0.958522,-0.452123,0.336767
1797.0,-0.956712,-0.440879,0.354454
1798.0,-0.954865,-0.429566,0.372016
1799.0,-0.952979,-0.418184,0.389445
1800.0,-0.951057,-0.406737,0.406737
1801.0,-0.949096,-0.395225,0.423883
1802.0,-0.947098,-0.383651,0.440879
1803.0,-0.945063,-0.372016,0.457719
1804.0,-0.942991,-0.360322,0.474396
1805.0,-0.940881,-0.348572,0.490904
1806.0,-0.938734,-0.336767,0.507238
1807.0,-0.93655,-0.324908,0.523391
1808.0,-0.934329,-0.312998,0.539359
1809.0,-0.932071,-0.301039,0.555135
1810.0,-0.929776,-0.289032,0.570714
1811.0,-0.927445,-0.276979,0.58609
1812.0,-0.925077,-0.264883,0.601257
1813.0,-0.922673,-0.252745,0.616211
1814.0,-0.920232,-0.240567,0.630947
1815.0,-0.917755,-0.228351,0.645458
1816.0,-0.915241,-0.216099,0.659739
1817.0,-0.912692,-0.203813,0.673787
1818.0,-0.910106,-0.191494,0.687595
1819.0,-0.907484,-0.179146,0.701158
1820.0,-0.904827,-0.166769,0.714473
1821.0,-0.902134,-0.154366,0.727533
1822.0,-0.899405,-0.141938,0.740335
1823.0,-0.896641,-0.129488,0.752875
1824.0,-0.893841,-0.117017,0.765146
1825.0,-0.891007,-0.104528,0.777146
1826.0,-0.888136,-0.092023,0.78887
1827.0,-0.885231,-0.079503,0.800313
1828.0,-0.882291,-0.06697,0.811472
1829.0,-0.879316,-0.054427,0.822343
1830.0,-0.876307,-0.041876,0.832921
1831.0,-0.873262,-0.029317,0.843204
1832.0,-0.870184,-0.016754,0.853187
1833.0,-0.867071,-0.004189,0.862867
1834.0,-0.863923,0.008377,0.87224
1835.0,-0.860742,0.020942,0.881303
1836.0,-0.857527,0.033504,0.890054
1837.0,-0.854277,0.04606,0.898488
1838.0,-0.850994,0.058609,0.906603
1839.0,-0.847678,0.071149,0.914395
1840.0,-0.844328,0.083678,0.921863
1841.0,-0.840945,0.096193,0.929003
1842.0,-0.837528,0.108693,0.935814
1843.0,-0.834078,0.121176,0.942291
1844.0,-0.830596,0.13364,0.948434
1845.0,-0.827081,0.146083,0.95424
1846.0,-0.823533,0.158503,0.959707
1847.0,-0.819952,0.170897,0.964833
1848.0,-0.816339,0.183265,0.969616
1849.0,-0.812694,0.195604,0.974055
1850.0,-0.809017,0.207912,0.978148
1851.0,-0.805308,0.220187,0.981893
1852.0,-0.801567,0.232427,0.985289
1853.0,-0.797794,0.244631,0.988335
1854.0,-0.79399,0.256795,0.99103
1855.0,-0.790155,0.26892,0.993373
1856.0,-0.786288,0.281002,0.995363
1857.0,-0.782391,0.293039,0.996999
1858.0,-0.778462,0.305031,0.998281
1859.0,-0.774503,0.316974,0.999208
1860.0,-0.770513,0.328867,0.999781
1861.0,-0.766493,0.340708,0.999998
1862.0,-0.762443,0.352495,0.99986
1863.0,-0.758362,0.364227,0.999366
1864.0,-0.754251,0.375901,0.998518
1865.0,-0.750111,0.387516,0.997314
1866.0,-0.745941,0.399069,0.995757
1867.0,-0.741742,0.41056,0.993845
1868.0,-0.737513,0.421985,0.991581
1869.0,-0.733255,0.433345,0.988964
1870.0,-0.728969,0.444635,0.985996
1871.0,-0.724653,0.455856,0.982678
1872.0,-0.720309,0.467004,0.97901
1873.0,-0.715936,0.478079,0.974994
1874.0,-0.711536,0.489078,0.970633
1875.0,-0.707107,0.5,0.965926
1876.0,-0.70265,0.510843,0.960876
1877.0,-0.698165,0.521605,0.955485
1878.0,-0.693653,0.532285,0.949754
1879.0,-0.689114,0.542881,0.943686
1880.0,-0.684547,0.553392,0.937282
1881.0,-0.679953,0.563814,0.930545
1882.0,-0.675333,0.574148,0.923478
1883.0,-0.670686,0.584391,0.916083
1884.0,-0.666012,0.594542,0.908362
1885.0,-0.661312,0.604599,0.900319
1886.0,-0.656586,0.614561,0.891955
1887.0,-0.651834,0.624425,0.883275
1888.0,-0.647056,0.634191,0.874281
1889.0,-0.642253,0.643857,0.864976
1890.0,-0.637424,0.653421,0.855364
1891.0,-0.63257,0.662881,0.845448
1892.0,-0.627691,0.672238,0.835232
1893.0,-0.622788,0.681488,0.824719
1894.0,-0.61786,0.69063,0.813913
1895.0,-0.612907,0.699663,0.802817
1896.0,-0.60793,0.708586,0.791437
1897.0,-0.60293,0.717397,0.779775
1898.0,-0.597905,0.726095,0.767836
1899.0,-0.592857,0.734678,0.755625
1900.0,-0.587785,0.743145,0.743145
1901.0,-0.58269,0.751494,0.730401
1902.0,-0.577573,0.759725,0.717397
1903.0,-0.572432,0.767836,0.704139
1904.0,-0.567269,0.775826,0.69063
1905.0,-0.562083,0.783693,0.676876
1906.0,-0.556876,0.791437,0.662881
1907.0,-0.551646,0.799055,0.648651
1908.0,-0.546394,0.806548,0.634191
1909.0,-0.541121,0.813913,0.619505
1910.0,-0.535827,0.821149,0.604599
1911.0,-0.530511,0.828256,0.589478
1912.0,-0.525175,0.835232,0.574148
1913.0,-0.519817,0.842076,0.558614
1914.0,-0.51444,0.848787,0.542881
1915.0,-0.509041,0.855364,0.526956
1916.0,-0.503623,0.861806,0.510843
1917.0,-0.498185,0.868112,0.494549
1918.0,-0.492727,0.874281,0.478079
1919.0,-0.48725,0.880312,0.461439
1920.0,-0.481754,0.886204,0.444635
1921.0,-0.476238,0.891955,0.427673
1922.0,-0.470704,0.897566,0.41056
1923.0,-0.465151,0.903036,0.3933
1924.0,-0.45958,0.908362,0.375901
1925.0,-0.45399,0.913545,0.358368
1926.0,-0.448383,0.918584,0.340708
1927.0,-0.442758,0.923478,0.322927
1928.0,-0.437116,0.928226,0.305031
1929.0,-0.431456,0.932828,0.287026
1930.0,-0.425779,0.937282,0.26892
1931.0,-0.420086,0.941588,0.250718
1932.0,-0.414376,0.945746,0.232427
1933.0,-0.408649,0.949754,0.214053
1934.0,-0.402906,0.953612,0.195604
1935.0,-0.397148,0.957319,0.177085
1936.0,-0.391374,0.960876,0.158503
1937.0,-0.385584,0.964281,0.139864
1938.0,-0.379779,0.967533,0.121176
1939.0,-0.373959,0.970633,0.102445
1940.0,-0.368125,0.973579,0.083678
1941.0,-0.362275,0.976371,0.064881
1942.0,-0.356412,0.97901,0.04606
1943.0,-0.350534,0.981494,0.027224
1944.0,-0.344643,0.983823,0.008377
1945.0,-0.338738,0.985996,-0.010472
1946.0,-0.33282,0.988014,-0.029317
1947.0,-0.326888,0.989876,-0.048152
1948.0,-0.320944,0.991581,-0.06697
1949.0,-0.314987,0.99313,-0.085765
1950.0,-0.309017,0.994522,-0.104528
1951.0,-0.303035,0.995757,-0.123255
1952.0,-0.297042,0.996835,-0.141938
1953.0,-0.291036,0.997755,-0.16057
1954.0,-0.285019,0.998518,-0.179146
1955.0,-0.278991,0.999123,-0.197657
1956.0,-0.272952,0.99957,-0.216099
1957.0,-0.266902,0.99986,-0.234463
1958.0,-0.260842,0.999991,-0.252745
1959.0,-0.254771,0.999965,-0.270936
1960.0,-0.24869,0.999781,-0.289032
1961.0,-0.242599,0.999439,-0.307024
1962.0,-0.236499,0.998939,-0.324908
1963.0,-0.230389,0.998281,-0.342676
1964.0,-0.224271,0.997466,-0.360322
1965.0,-0.218143,0.996493,-0.377841
1966.0,-0.212007,0.995363,-0.395225
1967.0,-0.205863,0.994075,-0.412469
1968.0,-0.19971,0.992631,-0.429566
1969.0,-0.193549,0.99103,-0.44651
1970.0,-0.187381,0.989272,-0.463296
1971.0,-0.181206,0.987359,-0.479917
1972.0,-0.175023,0.985289,-0.496368
1973.0,-0.168833,0.983064,-0.512642
1974.0,-0.162637,0.980683,-0.528735
1975.0,-0.156434,0.978148,-0.544639
1976.0,-0.150226,0.975458,-0.56035
1977.0,-0.144011,0.972614,-0.575862
1978.0,-0.13779,0.969616,-0.591169
1979.0,-0.131564,0.966466,-0.606266
1980.0,-0.125333,0.963163,-0.621148
1981.0,-0.119097,0.959707,-0.635809
1982.0,-0.112856,0.9561,-0.650244
1983.0,-0.106611,0.952343,-0.664448
1984.0,-0.100362,0.948434,-0.678416
1985.0,-0.094108,0.944376,-0.692143
1986.0,-0.087851,0.940169,-0.705624
1987.0,-0.081591,0.935814,-0.718855
1988.0,-0.075327,0.93131,-0.73183
1989.0,-0.06906,0.92666,-0.744545
1990.0,-0.062791,0.921863,-0.756995
1991.0,-0.056519,0.916921,-0.769177
1992.0,-0.050244,0.911834,-0.781085
1993.0,-0.043968,0.906603,-0.792715
1994.0,-0.03769,0.901228,-0.804064
1995.0,-0.031411,0.895712,-0.815128
1996.0,-0.02513,0.890054,-0.825902
1997.0,-0.018848,0.884255,-0.836382
1998.0,-0.012566,0.878317,-0.846565
1999.0,-0.006283,0.87224,-0.856447
2000.0,-0.0,0.866025,-0.866025
2001.0,0.006283,0.859674,-0.875296
2001.9999999999998,0.012566,0.853187,-0.884255
2003.0,0.018848,0.846565,-0.8929
2004.0,0.02513,0.839809,-0.901228
2005.0,0.031411,0.832921,-0.909236
2005.9999999999998,0.03769,0.825902,-0.916921
2007.0000000000002,0.043968,0.818751,-0.92428
2008.0,0.050244,0.811472,-0.93131
2009.0,0.056519,0.804064,-0.93801
2009.9999999999998,0.062791,0.79653,-0.944376
2011.0000000000002,0.06906,0.78887,-0.950407
2012.0,0.075327,0.781085,-0.9561
2013.0,0.081591,0.773177,-0.961454
2013.9999999999998,0.087851,0.765146,-0.966466
2015.0000000000002,0.094108,0.756995,-0.971134
2016.0,0.100362,0.748724,-0.975458
2017.0,0.106611,0.740335,-0.979435
2017.9999999999998,0.112856,0.73183,-0.983064
2019.0000000000002,0.119097,0.723208,-0.986343
2020.0,0.125333,0.714473,-0.989272
2021.0,0.131564,0.705624,-0.99185
2021.9999999999998,0.13779,0.696664,-0.994075
2023.0000000000002,0.144011,0.687595,-0.995947
2024.0,0.150226,0.678416,-0.997466
2025.0,0.156434,0.669131,-0.99863
2025.9999999999998,0.162637,0.659739,-0.999439
2027.0000000000002,0.168833,0.650244,-0.999893
2028.0,0.175023,0.640646,-0.999991
2029.0,0.181206,0.630947,-0.999735
2029.9999999999998,0.187381,0.621148,-0.999123
2031.0000000000002,0.193549,0.611251,-0.998156
2032.0,0.19971,0.601257,-0.996835
2033.0,0.205863,0.591169,-0.995159
2033.9999999999998,0.212007,0.580987,-0.99313
2035.0000000000002,0.218143,0.570714,-0.990748
2036.0,0.224271,0.56035,-0.988014
2037.0,0.230389,0.549898,-0.984929
2037.9999999999998,0.236499,0.539359,-0.981494
2039.0000000000002,0.242599,0.528735,-0.97771
2040.0,0.24869,0.518027,-0.973579
2041.0,0.254771,0.507238,-0.969102
2041.9999999999998,0.260842,0.496368,-0.964281
2043.0000000000002,0.266902,0.48542,-0.959117
2044.0,0.272952,0.474396,-0.953612
2045.0,0.278991,0.463296,-0.947768
2045.9999999999998,0.285019,0.452123,-0.941588
2047.0000000000002,0.291036,0.440879,-0.935073
2048.0,0.297042,0.429566,-0.928226
2049.0,0.303035,0.418184,-0.92105
2050.0,0.309017,0.406737,-0.913545
