时间戳,输入,输出
70770.0,-0.923408,0.30816
70780.0,-0.910631,0.314207
70790.0,-0.896916,0.319922
70800.0,-0.882275,0.3253
70810.0,-0.866722,0.330335
70820.0,-0.850274,0.335022
70830.0,-0.832946,0.339357
70840.0,-0.814757,0.343333
70850.0,-0.795723,0.346949
70860.0,-0.775864,0.350199
70870.0,-0.7552,0.35308
70880.0,-0.733752,0.35559
70890.0,-0.711541,0.357725
70900.0,-0.68859,0.359484
70910.0,-0.664922,0.360865
70920.0,-0.640561,0.361867
70930.0,-0.615531,0.362487
70940.0,-0.589859,0.362727
70950.0,-0.56357,0.362585
70960.0,-0.536691,0.362062
70970.0,-0.509249,0.361159
70980.0,-0.481273,0.359876
70990.0,-0.452792,0.358214
71000.0,-0.423833,0.356177
71010.0,-0.394428,0.353765
71020.0,-0.364607,0.350981
71030.0,-0.3344,0.347829
71040.0,-0.303838,0.344311
71050.0,-0.272952,0.340432
71060.0,-0.241776,0.336196
71070.0,-0.210341,0.331607
71080.0,-0.178679,0.32667
71090.0,-0.146824,0.32139
71100.0,-0.114808,0.315773
71110.0,-0.082666,0.309825
71120.0,-0.050429,0.303553
71130.0,-0.018133,0.296962
71140.0,0.01419,0.290061
71150.0,0.046506,0.282855
71160.0,0.07878,0.275354
71170.0,0.110979,0.267565
71180.0,0.14307,0.259496
71190.0,0.175018,0.251157
71200.0,0.20679,0.242555
71210.0,0.238353,0.2337
71220.0,0.269673,0.224601
71230.0,0.300718,0.215269
71240.0,0.331454,0.205713
71250.0,0.361849,0.195943
71260.0,0.391871,0.18597
71270.0,0.421488,0.175805
71280.0,0.450669,0.165458
71290.0,0.479382,0.15494
71300.0,0.507597,0.144263
71310.0,0.535285,0.133439
71320.0,0.562415,0.122477
71330.0,0.588959,0.111392
71340.0,0.614888,0.100193
71350.0,0.640174,0.088894
71360.0,0.66479,0.077506
71370.0,0.68871,0.066042
71380.0,0.711909,0.054514
71390.0,0.73436,0.042934
71400.0,0.75604,0.031315
71410.0,0.776926,0.019669
71420.0,0.796994,0.008008
71430.0,0.816223,-0.003654
71440.0,0.834591,-0.015305
71450.0,0.85208,-0.026933
71460.0,0.868669,-0.038526
71470.0,0.884341,-0.05007
71480.0,0.899078,-0.061554
71490.0,0.912864,-0.072964
71500.0,0.925684,-0.084289
71510.0,0.937522,-0.095517
71520.0,0.948367,-0.106635
71530.0,0.958206,-0.117632
71540.0,0.967027,-0.128495
71550.0,0.974821,-0.139213
71560.0,0.981579,-0.149774
71570.0,0.987292,-0.160168
71580.0,0.991954,-0.170382
71590.0,0.995559,-0.180405
71600.0,0.998103,-0.190228
71610.0,0.999581,-0.199838
71620.0,0.999993,-0.209227
71630.0,0.999336,-0.218383
71640.0,0.997611,-0.227297
71650.0,0.994818,-0.23596
71660.0,0.990961,-0.244361
71670.0,0.986041,-0.252491
71680.0,0.980065,-0.260343
71690.0,0.973037,-0.267907
71700.0,0.964964,-0.275175
71710.0,0.955855,-0.28214
71720.0,0.945718,-0.288794
71730.0,0.934564,-0.295129
71740.0,0.922403,-0.301139
71750.0,0.909248,-0.306817
71760.0,0.895114,-0.312157
71770.0,0.880013,-0.317154
71780.0,0.863962,-0.321802
71790.0,0.846977,-0.326095
71800.0,0.829076,-0.33003
71810.0,0.810278,-0.333602
71820.0,0.790603,-0.336807
71830.0,0.77007,-0.339641
71840.0,0.748701,-0.342103
71850.0,0.72652,-0.344188
71860.0,0.703549,-0.345895
71870.0,0.679812,-0.347222
71880.0,0.655336,-0.348168
71890.0,0.630145,-0.348731
71900.0,0.604266,-0.348911
71910.0,0.577727,-0.348708
71920.0,0.550557,-0.348122
71930.0,0.522784,-0.347154
71940.0,0.494438,-0.345805
71950.0,0.46555,-0.344076
71960.0,0.436149,-0.34197
71970.0,0.406269,-0.339488
71980.0,0.37594,-0.336635
71990.0,0.345197,-0.333412
72000.0,0.31407,-0.329823
72010.0,0.282596,-0.325872
72020.0,0.250806,-0.321565
72030.0,0.218736,-0.316905
72040.0,0.186421,-0.311898
72050.0,0.153895,-0.306549
72060.0,0.121194,-0.300865
72070.0,0.088354,-0.294851
72080.0,0.055409,-0.288514
72090.0,0.022396,-0.281862
72100.0,-0.010649,-0.274902
72110.0,-0.043689,-0.267641
72120.0,-0.07669,-0.260088
72130.0,-0.109614,-0.252251
72140.0,-0.142426,-0.244139
72150.0,-0.17509,-0.23576
72160.0,-0.207569,-0.227125
72170.0,-0.239829,-0.218243
72180.0,-0.271833,-0.209123
72190.0,-0.303547,-0.199776
72200.0,-0.334935,-0.190213
72210.0,-0.365962,-0.180443
72220.0,-0.396595,-0.170478
72230.0,-0.426799,-0.16033
72240.0,-0.456542,-0.150008
72250.0,-0.485789,-0.139526
72260.0,-0.514508,-0.128894
72270.0,-0.542668,-0.118124
72280.0,-0.570237,-0.107229
72290.0,-0.597185,-0.096221
72300.0,-0.62348,-0.085112
72310.0,-0.649094,-0.073914
72320.0,-0.673998,-0.06264
72330.0,-0.698164,-0.051302
72340.0,-0.721565,-0.039914
72350.0,-0.744174,-0.028488
72360.0,-0.765966,-0.017037
72370.0,-0.786916,-0.005573
72380.0,-0.807001,0.00589
72390.0,-0.826198,0.017339
72400.0,-0.844484,0.028763
72410.0,-0.861839,0.040147
72420.0,-0.878243,0.051479
72430.0,-0.893677,0.062747
72440.0,-0.908124,0.073938
72450.0,-0.921566,0.085039
72460.0,-0.933988,0.096037
72470.0,-0.945376,0.106921
72480.0,-0.955716,0.117678
72490.0,-0.964996,0.128296
72500.0,-0.973205,0.138763
72510.0,-0.980333,0.149067
72520.0,-0.986371,0.159197
72530.0,-0.991312,0.169141
72540.0,-0.99515,0.178888
72550.0,-0.997879,0.188427
72560.0,-0.999496,0.197748
72570.0,-0.999999,0.206839
72580.0,-0.999385,0.215691
72590.0,-0.997655,0.224293
72600.0,-0.994809,0.232636
72610.0,-0.990851,0.24071
72620.0,-0.985784,0.248507
72630.0,-0.979613,0.256018
72640.0,-0.972344,0.263233
72650.0,-0.963985,0.270145
72660.0,-0.954543,0.276746
72670.0,-0.94403,0.283029
72680.0,-0.932455,0.288987
72690.0,-0.919831,0.294612
72700.0,-0.906172,0.299898
72710.0,-0.891493,0.30484
72720.0,-0.875808,0.309432
72730.0,-0.859135,0.313669
72740.0,-0.841493,0.317545
72750.0,-0.822899,0.321057
72760.0,-0.803376,0.324201
72770.0,-0.782942,0.326972
72780.0,-0.761623,0.329369
72790.0,-0.739439,0.331388
72800.0,-0.716417,0.333027
72810.0,-0.692582,0.334284
72820.0,-0.667959,0.335158
72830.0,-0.642576,0.335648
72840.0,-0.616462,0.335753
72850.0,-0.589644,0.335473
72860.0,-0.562154,0.334809
72870.0,-0.534022,0.333761
72880.0,-0.505278,0.332332
72890.0,-0.475956,0.330521
72900.0,-0.446088,0.328333
72910.0,-0.415708,0.325768
72920.0,-0.384849,0.32283
72930.0,-0.353546,0.319523
72940.0,-0.321836,0.315851
72950.0,-0.289752,0.311817
72960.0,-0.257332,0.307426
72970.0,-0.224611,0.302684
72980.0,-0.191628,0.297596
72990.0,-0.15842,0.292168
73000.0,-0.125023,0.286407
73010.0,-0.091476,0.280318
73020.0,-0.057818,0.273909
73030.0,-0.024086,0.267187
73040.0,0.009682,0.260161
73050.0,0.043446,0.252839
73060.0,0.077168,0.245228
73070.0,0.11081,0.237338
73080.0,0.144333,0.229178
73090.0,0.177699,0.220757
73100.0,0.21087,0.212086
73110.0,0.243807,0.203174
73120.0,0.276472,0.194031
73130.0,0.308829,0.184669
73140.0,0.340839,0.175099
73150.0,0.372466,0.16533
73160.0,0.403673,0.155376
73170.0,0.434424,0.145246
73180.0,0.464684,0.134954
73190.0,0.494418,0.124511
73200.0,0.52359,0.11393
73210.0,0.552167,0.103222
73220.0,0.580117,0.0924
73230.0,0.607405,0.081477
73240.0,0.634001,0.070465
73250.0,0.659873,0.059378
73260.0,0.68499,0.048229
73270.0,0.709325,0.037029
73280.0,0.732847,0.025793
73290.0,0.755529,0.014534
73300.0,0.777345,0.003264
73310.0,0.798268,-0.008002
73320.0,0.818275,-0.019253
73330.0,0.83734,-0.030474
73340.0,0.855442,-0.041653
73350.0,0.872558,-0.052776
73360.0,0.888669,-0.063831
73370.0,0.903755,-0.074804
73380.0,0.917798,-0.085683
73390.0,0.93078,-0.096455
73400.0,0.942686,-0.107107
73410.0,0.953502,-0.117626
73420.0,0.963214,-0.128001
73430.0,0.97181,-0.13822
73440.0,0.97928,-0.148269
73450.0,0.985613,-0.158138
73460.0,0.990802,-0.167815
73470.0,0.99484,-0.177288
73480.0,0.997722,-0.186547
73490.0,0.999443,-0.195579
73500.0,1.0,-0.204376
73510.0,0.999392,-0.212926
73520.0,0.997619,-0.22122
73530.0,0.994682,-0.229247
73540.0,0.990585,-0.236998
73550.0,0.985329,-0.244465
73560.0,0.978923,-0.251637
73570.0,0.97137,-0.258508
73580.0,0.962681,-0.265068
73590.0,0.952864,-0.27131
73600.0,0.94193,-0.277227
73610.0,0.929891,-0.282812
73620.0,0.91676,-0.288058
73630.0,0.902552,-0.292958
73640.0,0.887283,-0.297508
73650.0,0.87097,-0.301702
73660.0,0.853631,-0.305534
73670.0,0.835287,-0.309001
73680.0,0.815957,-0.312098
73690.0,0.795664,-0.314822
73700.0,0.774432,-0.317169
73710.0,0.752284,-0.319138
73720.0,0.729246,-0.320724
73730.0,0.705344,-0.321927
73740.0,0.680606,-0.322746
73750.0,0.655061,-0.323179
73760.0,0.628737,-0.323226
73770.0,0.601667,-0.322886
73780.0,0.57388,-0.322161
73790.0,0.54541,-0.321051
73800.0,0.516289,-0.319558
73810.0,0.486551,-0.317684
73820.0,0.456232,-0.31543
73830.0,0.425366,-0.312799
73840.0,0.393989,-0.309796
73850.0,0.36214,-0.306423
73860.0,0.329854,-0.302684
73870.0,0.29717,-0.298585
73880.0,0.264126,-0.294129
73890.0,0.230762,-0.289323
73900.0,0.197116,-0.284172
73910.0,0.163228,-0.278683
73920.0,0.129139,-0.272862
73930.0,0.094889,-0.266716
73940.0,0.060518,-0.260253
73950.0,0.026067,-0.25348
73960.0,-0.008423,-0.246406
73970.0,-0.042911,-0.239039
73980.0,-0.077355,-0.231389
73990.0,-0.111716,-0.223464
74000.0,-0.145951,-0.215274
74010.0,-0.18002,-0.206829
74020.0,-0.213882,-0.198139
74030.0,-0.247497,-0.189215
74040.0,-0.280824,-0.180067
74050.0,-0.313823,-0.170707
74060.0,-0.346455,-0.161147
74070.0,-0.37868,-0.151397
74080.0,-0.41046,-0.141469
74090.0,-0.441755,-0.131376
74100.0,-0.47253,-0.12113
74110.0,-0.502745,-0.110743
74120.0,-0.532364,-0.100228
74130.0,-0.561353,-0.089598
74140.0,-0.589674,-0.078865
74150.0,-0.617295,-0.068043
74160.0,-0.644181,-0.057145
74170.0,-0.670299,-0.046184
74180.0,-0.695618,-0.035173
74190.0,-0.720107,-0.024126
74200.0,-0.743735,-0.013057
74210.0,-0.766473,-0.001978
74220.0,-0.788295,0.009097
74230.0,-0.809171,0.020153
74240.0,-0.829078,0.031178
74250.0,-0.847989,0.042159
74260.0,-0.865883,0.053081
74270.0,-0.882735,0.063932
74280.0,-0.898526,0.074698
74290.0,-0.913236,0.085367
74300.0,-0.926845,0.095924
74310.0,-0.939337,0.106357
74320.0,-0.950696,0.116654
74330.0,-0.960907,0.126802
74340.0,-0.969958,0.136788
74350.0,-0.977835,0.1466
74360.0,-0.98453,0.156227
74370.0,-0.990033,0.165656
74380.0,-0.994337,0.174875
74390.0,-0.997435,0.183874
74400.0,-0.999323,0.192642
74410.0,-0.999998,0.201168
74420.0,-0.999458,0.20944
74430.0,-0.997703,0.21745
74440.0,-0.994735,0.225188
74450.0,-0.990555,0.232643
74460.0,-0.985169,0.239807
74470.0,-0.978582,0.246671
74480.0,-0.970801,0.253226
74490.0,-0.961835,0.259465
74500.0,-0.951695,0.26538
74510.0,-0.94039,0.270963
74520.0,-0.927936,0.276208
74530.0,-0.914345,0.281109
74540.0,-0.899634,0.285658
74550.0,-0.88382,0.289852
74560.0,-0.866922,0.293683
74570.0,-0.848959,0.297149
74580.0,-0.829953,0.300245
74590.0,-0.809926,0.302966
74600.0,-0.788903,0.30531
74610.0,-0.766907,0.307273
74620.0,-0.743967,0.308854
74630.0,-0.720108,0.310051
74640.0,-0.69536,0.310861
74650.0,-0.669752,0.311284
74660.0,-0.643316,0.31132
74670.0,-0.616083,0.310969
74680.0,-0.588086,0.31023
74690.0,-0.55936,0.309106
74700.0,-0.529938,0.307597
74710.0,-0.499857,0.305706
74720.0,-0.469154,0.303435
74730.0,-0.437865,0.300786
74740.0,-0.406029,0.297763
74750.0,-0.373684,0.294371
74760.0,-0.340872,0.290613
74770.0,-0.30763,0.286494
74780.0,-0.274001,0.282019
74790.0,-0.240026,0.277194
74800.0,-0.205746,0.272025
74810.0,-0.171204,0.266518
74820.0,-0.136442,0.260681
74830.0,-0.101503,0.254521
74840.0,-0.06643,0.248045
74850.0,-0.031267,0.241262
74860.0,0.003943,0.234181
74870.0,0.039157,0.22681
74880.0,0.074329,0.219158
74890.0,0.109418,0.211236
74900.0,0.144379,0.203052
74910.0,0.179168,0.194619
74920.0,0.213743,0.185945
74930.0,0.24806,0.177043
74940.0,0.282076,0.167923
74950.0,0.315748,0.158598
74960.0,0.349035,0.149078
74970.0,0.381895,0.139375
74980.0,0.414286,0.129503
74990.0,0.446168,0.119473
75000.0,0.477501,0.109299
75010.0,0.508245,0.098993
75020.0,0.53836,0.088567
75030.0,0.567811,0.078037
75040.0,0.596558,0.067413
75050.0,0.624565,0.056712
75060.0,0.651798,0.045944
75070.0,0.67822,0.035125
75080.0,0.7038,0.024269
75090.0,0.728503,0.013388
75100.0,0.752299,0.002497
75110.0,0.775157,-0.008391
75120.0,0.797047,-0.019261
75130.0,0.817942,-0.030101
75140.0,0.837814,-0.040895
75150.0,0.856639,-0.05163
75160.0,0.87439,-0.062294
75170.0,0.891046,-0.072871
75180.0,0.906585,-0.08335
75190.0,0.920986,-0.093715
75200.0,0.934231,-0.103955
75210.0,0.946301,-0.114056
75220.0,0.957182,-0.124005
75230.0,0.966858,-0.13379
75240.0,0.975316,-0.143398
75250.0,0.982545,-0.152817
75260.0,0.988534,-0.162035
75270.0,0.993276,-0.17104
75280.0,0.996764,-0.179821
75290.0,0.998992,-0.188366
75300.0,0.999956,-0.196664
75310.0,0.999655,-0.204706
75320.0,0.998088,-0.21248
75330.0,0.995256,-0.219977
75340.0,0.991162,-0.227188
75350.0,0.98581,-0.234102
75360.0,0.979206,-0.240711
75370.0,0.971358,-0.247008
75380.0,0.962274,-0.252983
75390.0,0.951966,-0.258629
75400.0,0.940445,-0.263938
75410.0,0.927726,-0.268905
75420.0,0.913824,-0.273523
75430.0,0.898755,-0.277786
75440.0,0.882538,-0.281688
75450.0,0.865193,-0.285224
75460.0,0.846742,-0.28839
75470.0,0.827206,-0.291183
75480.0,0.806611,-0.293597
75490.0,0.784982,-0.295631
75500.0,0.762345,-0.297282
75510.0,0.738729,-0.298547
75520.0,0.714163,-0.299426
75530.0,0.688679,-0.299916
75540.0,0.662307,-0.300018
75550.0,0.635082,-0.299732
75560.0,0.607038,-0.299057
75570.0,0.578209,-0.297995
75580.0,0.548633,-0.296547
75590.0,0.518346,-0.294715
75600.0,0.487388,-0.292502
75610.0,0.455797,-0.289911
75620.0,0.423613,-0.286944
75630.0,0.390878,-0.283606
75640.0,0.357633,-0.279902
75650.0,0.32392,-0.275835
75660.0,0.289783,-0.271413
75670.0,0.255265,-0.266639
75680.0,0.220411,-0.261521
75690.0,0.185265,-0.256065
75700.0,0.149871,-0.250279
75710.0,0.114277,-0.24417
75720.0,0.078527,-0.237746
75730.0,0.042667,-0.231015
75740.0,0.006744,-0.223987
75750.0,-0.029196,-0.216671
75760.0,-0.065107,-0.209076
75770.0,-0.100942,-0.201211
75780.0,-0.136654,-0.193089
75790.0,-0.172198,-0.184719
75800.0,-0.207527,-0.176111
75810.0,-0.242595,-0.167279
75820.0,-0.277357,-0.158232
75830.0,-0.311768,-0.148984
75840.0,-0.345782,-0.139546
75850.0,-0.379355,-0.12993
75860.0,-0.412443,-0.12015
75870.0,-0.445003,-0.110218
75880.0,-0.476993,-0.100147
75890.0,-0.50837,-0.089951
75900.0,-0.539092,-0.079642
75910.0,-0.569121,-0.069235
75920.0,-0.598415,-0.058744
75930.0,-0.626937,-0.048181
75940.0,-0.654648,-0.037562
75950.0,-0.681512,-0.026899
75960.0,-0.707494,-0.016208
75970.0,-0.732558,-0.005502
75980.0,-0.756672,0.005205
75990.0,-0.779803,0.015898
76000.0,-0.80192,0.026564
76010.0,-0.822995,0.037188
76020.0,-0.842997,0.047756
76030.0,-0.861902,0.058255
76040.0,-0.879682,0.068669
76050.0,-0.896314,0.078987
76060.0,-0.911776,0.089193
76070.0,-0.926046,0.099275
76080.0,-0.939105,0.109218
76090.0,-0.950935,0.119011
76100.0,-0.961519,0.128639
76110.0,-0.970843,0.138091
76120.0,-0.978893,0.147353
76130.0,-0.985659,0.156414
76140.0,-0.99113,0.165261
76150.0,-0.995298,0.173882
76160.0,-0.998156,0.182267
76170.0,-0.999701,0.190403
76180.0,-0.99993,0.198281
76190.0,-0.99884,0.20589
76200.0,-0.996433,0.213219
76210.0,-0.99271,0.220259
76220.0,-0.987676,0.227
76230.0,-0.981337,0.233435
76240.0,-0.9737,0.239553
76250.0,-0.964774,0.245347
76260.0,-0.954571,0.25081
76270.0,-0.943102,0.255933
76280.0,-0.930382,0.260711
76290.0,-0.916427,0.265136
76300.0,-0.901254,0.269204
76310.0,-0.884884,0.272908
76320.0,-0.867337,0.276244
76330.0,-0.848635,0.279207
76340.0,-0.828802,0.281793
76350.0,-0.807864,0.283999
76360.0,-0.785848,0.285823
76370.0,-0.762782,0.287261
76380.0,-0.738697,0.288311
76390.0,-0.713623,0.288974
76400.0,-0.687594,0.289246
76410.0,-0.660644,0.28913
76420.0,-0.632807,0.288623
76430.0,-0.60412,0.287728
76440.0,-0.574621,0.286446
76450.0,-0.544349,0.284777
76460.0,-0.513344,0.282726
76470.0,-0.481645,0.280294
76480.0,-0.449297,0.277484
76490.0,-0.41634,0.274302
76500.0,-0.382819,0.27075
76510.0,-0.348778,0.266835
76520.0,-0.314262,0.262561
76530.0,-0.279318,0.257933
76540.0,-0.243991,0.25296
76550.0,-0.20833,0.247646
76560.0,-0.172381,0.242
76570.0,-0.136192,0.23603
76580.0,-0.099812,0.229743
76590.0,-0.06329,0.223147
76600.0,-0.026675,0.216253
76610.0,0.009985,0.209069
76620.0,0.04664,0.201605
76630.0,0.083241,0.193872
76640.0,0.119738,0.18588
76650.0,0.156082,0.17764
76660.0,0.192224,0.169162
76670.0,0.228116,0.16046
76680.0,0.263708,0.151544
76690.0,0.298953,0.142427
76700.0,0.333802,0.133122
76710.0,0.368209,0.12364
76720.0,0.402126,0.113996
76730.0,0.435508,0.104202
76740.0,0.468309,0.094271
76750.0,0.500483,0.084218
76760.0,0.531988,0.074055
76770.0,0.56278,0.063798
76780.0,0.592817,0.05346
76790.0,0.622058,0.043055
76800.0,0.650461,0.032597
76810.0,0.67799,0.022101
76820.0,0.704604,0.011582
76830.0,0.730268,0.001053
76840.0,0.754946,-0.009471
76850.0,0.778604,-0.019975
76860.0,0.801209,-0.030445
76870.0,0.82273,-0.040867
76880.0,0.843136,-0.051226
76890.0,0.862399,-0.061508
76900.0,0.880491,-0.071699
76910.0,0.897389,-0.081785
76920.0,0.913066,-0.091751
76930.0,0.927502,-0.101585
76940.0,0.940676,-0.111273
76950.0,0.952569,-0.120801
76960.0,0.963164,-0.130157
76970.0,0.972445,-0.139326
76980.0,0.980399,-0.148298
76990.0,0.987013,-0.157058
77000.0,0.992279,-0.165596
77010.0,0.996188,-0.1739
77020.0,0.998734,-0.181957
77030.0,0.999911,-0.189758
77040.0,0.999719,-0.19729
77050.0,0.998155,-0.204545
77060.0,0.995221,-0.211511
77070.0,0.990921,-0.218179
77080.0,0.985259,-0.22454
77090.0,0.978242,-0.230585
77100.0,0.969879,-0.236306
77110.0,0.960179,-0.241695
77120.0,0.949157,-0.246745
77130.0,0.936826,-0.251448
77140.0,0.923202,-0.255797
77150.0,0.908302,-0.259788
77160.0,0.892148,-0.263415
77170.0,0.874759,-0.266672
77180.0,0.85616,-0.269554
77190.0,0.836374,-0.272059
77200.0,0.815429,-0.274183
77210.0,0.793353,-0.275923
77220.0,0.770175,-0.277275
77230.0,0.745926,-0.27824
77240.0,0.720641,-0.278814
77250.0,0.694352,-0.278998
77260.0,0.667095,-0.278792
77270.0,0.638908,-0.278195
77280.0,0.609829,-0.277209
77290.0,0.579898,-0.275835
77300.0,0.549155,-0.274075
77310.0,0.517643,-0.271931
77320.0,0.485405,-0.269408
77330.0,0.452485,-0.266507
77340.0,0.418929,-0.263234
77350.0,0.384783,-0.259593
77360.0,0.350093,-0.255589
77370.0,0.314908,-0.251228
77380.0,0.279277,-0.246517
77390.0,0.243249,-0.241461
77400.0,0.206873,-0.236068
77410.0,0.1702,-0.230346
77420.0,0.133282,-0.224302
77430.0,0.096168,-0.217946
77440.0,0.058913,-0.211287
77450.0,0.021566,-0.204333
77460.0,-0.01582,-0.197095
77470.0,-0.053192,-0.189583
77480.0,-0.090498,-0.181808
77490.0,-0.127686,-0.17378
77500.0,-0.164704,-0.165512
77510.0,-0.201499,-0.157014
77520.0,-0.238021,-0.1483
77530.0,-0.274218,-0.13938
77540.0,-0.310038,-0.130269
77550.0,-0.345431,-0.120979
77560.0,-0.380348,-0.111522
77570.0,-0.414738,-0.101914
77580.0,-0.448553,-0.092167
77590.0,-0.481746,-0.082294
77600.0,-0.514268,-0.072312
77610.0,-0.546075,-0.062232
77620.0,-0.57712,-0.05207
77630.0,-0.607359,-0.041841
77640.0,-0.636749,-0.031558
77650.0,-0.665248,-0.021237
77660.0,-0.692816,-0.010893
77670.0,-0.719412,-0.000539
77680.0,-0.744999,0.009809
77690.0,-0.76954,0.020137
77700.0,-0.792998,0.030429
77710.0,-0.815341,0.040672
77720.0,-0.836536,0.05085
77730.0,-0.856553,0.060948
77740.0,-0.875361,0.070954
77750.0,-0.892933,0.080851
77760.0,-0.909245,0.090626
77770.0,-0.924271,0.100265
77780.0,-0.93799,0.109755
77790.0,-0.950381,0.119081
77800.0,-0.961426,0.128231
77810.0,-0.971108,0.13719
77820.0,-0.979413,0.145947
77830.0,-0.986327,0.154489
77840.0,-0.991839,0.162804
77850.0,-0.995942,0.170879
77860.0,-0.998628,0.178703
77870.0,-0.999893,0.186265
77880.0,-0.999733,0.193554
77890.0,-0.998148,0.20056
77900.0,-0.995139,0.207272
77910.0,-0.99071,0.213681
77920.0,-0.984865,0.219778
77930.0,-0.977613,0.225554
77940.0,-0.968962,0.231001
77950.0,-0.958924,0.236111
77960.0,-0.947512,0.240876
77970.0,-0.934743,0.24529
77980.0,-0.920632,0.249346
77990.0,-0.9052,0.253039
78000.0,-0.888467,0.256363
78010.0,-0.870457,0.259314
78020.0,-0.851194,0.261887
78030.0,-0.830706,0.264079
78040.0,-0.809021,0.265887
78050.0,-0.786169,0.267308
78060.0,-0.762182,0.268339
78070.0,-0.737094,0.268981
78080.0,-0.710941,0.269231
78090.0,-0.683758,0.26909
78100.0,-0.655586,0.268557
78110.0,-0.626463,0.267634
78120.0,-0.59643,0.266322
78130.0,-0.565531,0.264623
78140.0,-0.53381,0.262539
78150.0,-0.501311,0.260074
78160.0,-0.468081,0.257232
78170.0,-0.434167,0.254016
78180.0,-0.399618,0.250431
78190.0,-0.364484,0.246483
78200.0,-0.328815,0.242177
78210.0,-0.292662,0.23752
78220.0,-0.256077,0.232518
78230.0,-0.219113,0.22718
78240.0,-0.181823,0.221512
78250.0,-0.144261,0.215524
78260.0,-0.106481,0.209224
78270.0,-0.068537,0.202621
78280.0,-0.030486,0.195725
78290.0,0.007618,0.188546
78300.0,0.04572,0.181096
78310.0,0.083765,0.173384
78320.0,0.121696,0.165422
78330.0,0.159459,0.157222
78340.0,0.196999,0.148796
78350.0,0.234261,0.140157
78360.0,0.27119,0.131317
78370.0,0.307732,0.122289
78380.0,0.343834,0.113087
78390.0,0.379442,0.103723
78400.0,0.414505,0.094213
78410.0,0.448971,0.08457
78420.0,0.48279,0.074809
78430.0,0.51591,0.064943
78440.0,0.548284,0.054987
78450.0,0.579863,0.044956
78460.0,0.610601,0.034865
78470.0,0.640452,0.02473
78480.0,0.669372,0.014564
78490.0,0.697317,0.004382
78500.0,0.724247,-0.005799
78510.0,0.750121,-0.015965
78520.0,0.7749,-0.026101
78530.0,0.798547,-0.036192
78540.0,0.821026,-0.046223
78550.0,0.842304,-0.056179
78560.0,0.862349,-0.066045
78570.0,0.88113,-0.075807
78580.0,0.898619,-0.08545
78590.0,0.914789,-0.094959
78600.0,0.929615,-0.104322
78610.0,0.943075,-0.113523
78620.0,0.955148,-0.122549
78630.0,0.965814,-0.131387
78640.0,0.975058,-0.140024
78650.0,0.982865,-0.148446
78660.0,0.989222,-0.156642
78670.0,0.994119,-0.164598
78680.0,0.997547,-0.172304
78690.0,0.999501,-0.179747
78700.0,0.999976,-0.186917
78710.0,0.998971,-0.193803
78720.0,0.996487,-0.200395
78730.0,0.992525,-0.206682
78740.0,0.987091,-0.212656
78750.0,0.980193,-0.218308
78760.0,0.971838,-0.223629
78770.0,0.962038,-0.228612
78780.0,0.950808,-0.233248
78790.0,0.938162,-0.237531
78800.0,0.924119,-0.241455
78810.0,0.908698,-0.245014
78820.0,0.891922,-0.248202
78830.0,0.873814,-0.251015
78840.0,0.854401,-0.253449
78850.0,0.83371,-0.2555
78860.0,0.811772,-0.257165
78870.0,0.788618,-0.258441
78880.0,0.764283,-0.259328
78890.0,0.738801,-0.259822
78900.0,0.712209,-0.259925
78910.0,0.684548,-0.259635
78920.0,0.655857,-0.258954
78930.0,0.626179,-0.257881
78940.0,0.595557,-0.25642
78950.0,0.564036,-0.254572
78960.0,0.531664,-0.252341
78970.0,0.498488,-0.249729
78980.0,0.464557,-0.24674
78990.0,0.429921,-0.24338
79000.0,0.394633,-0.239653
79010.0,0.358744,-0.235566
79020.0,0.322308,-0.231123
79030.0,0.28538,-0.226333
79040.0,0.248014,-0.221203
79050.0,0.210267,-0.215739
79060.0,0.172194,-0.209952
79070.0,0.133854,-0.203849
79080.0,0.095303,-0.19744
79090.0,0.0566,-0.190734
79100.0,0.017803,-0.183743
79110.0,-0.02103,-0.176476
79120.0,-0.05984,-0.168945
79130.0,-0.098569,-0.161161
79140.0,-0.137158,-0.153137
79150.0,-0.175549,-0.144884
79160.0,-0.213683,-0.136415
79170.0,-0.251503,-0.127743
79180.0,-0.288951,-0.118882
79190.0,-0.325971,-0.109845
79200.0,-0.362505,-0.100645
79210.0,-0.398499,-0.091297
79220.0,-0.433897,-0.081816
79230.0,-0.468645,-0.072215
79240.0,-0.502691,-0.06251
79250.0,-0.535981,-0.052715
79260.0,-0.568466,-0.042846
79270.0,-0.600094,-0.032917
79280.0,-0.630818,-0.022944
79290.0,-0.660589,-0.012942
79300.0,-0.689363,-0.002927
79310.0,-0.717094,0.007086
79320.0,-0.74374,0.017083
79330.0,-0.769259,0.027046
79340.0,-0.793612,0.036962
79350.0,-0.81676,0.046814
79360.0,-0.838668,0.056588
79370.0,-0.859301,0.066268
79380.0,-0.878627,0.07584
79390.0,-0.896616,0.08529
79400.0,-0.913238,0.094601
79410.0,-0.928468,0.10376
79420.0,-0.942282,0.112754
79430.0,-0.954656,0.121567
79440.0,-0.965573,0.130187
79450.0,-0.975012,0.1386
79460.0,-0.98296,0.146794
79470.0,-0.989403,0.154754
79480.0,-0.99433,0.16247
79490.0,-0.997732,0.16993
79500.0,-0.999603,0.177121
